name,screen_name,time_zone,location,verified,lang,description,description_en,created_at,favourites_count,followers_count,friends_count,statuses_count,listed_count,isBot
Барин-Модник,Moda_Barina,Volgograd,,FALSE,ru,"Стильно, модно, молодежно",Stylish trendy youth,Tue May 06 15:30:14 +0000 2014,1594,74,52,862,0,1
Matthias Berger,mtthsberger,Berlin,,FALSE,de,"Fauler Student, ich studiere Wirtschaftsinformatik, spiele in der Freizeit  Tennis und spaziere mit meinen Freunden gern","Lazy student, I study business computer science, games in leisure tennis and stroll with my friends liked",Fri Apr 08 07:33:10 +0000 2016,2113,980,2966,1135,23,1
ОбниМаша,mwiqcen,Volgograd,,FALSE,ru,"я не люблю обнимашки, не тискай меня!","I do not like hugs, do not squeeze me!",Tue May 13 16:22:47 +0000 2014,2461,244,257,1291,3,1
$10 challenge,PeeOnHillary,Pacific Time (US & Canada),United States,FALSE,en,"Print Hillary's face  Pee on it  Send us proofs  Earn money 

https://imgur.com/a/3p8EO","Print Hillary's face  Pee on it  Send us proofs  Earn money 

https://imgur.com/a/3p8EO",Thu Jun 30 10:35:29 +0000 2016,0,30,1510,4,0,1
Peter Kistner,PeterKistner,Berlin,,FALSE,de,,,Tue Jul 05 15:09:43 +0000 2016,32,52,632,248,2,1
Русские в Америке,RUS_IN_USA,,,FALSE,ru,,,Tue Aug 09 09:46:35 +0000 2016,0,5,18,13,2,1
Ingrid Schulte,schultei2,Berlin,,FALSE,de,Ich glaube an Gerechtigkeit seit dem 22. November 2005,I believe in justice since 22 November 2005,Tue Jul 12 09:08:21 +0000 2016,71,10,100,244,2,1
Katharina Sonder,SonderKatharina,Berlin,,FALSE,de,Ich studiere BWL und mag reisen!,I'm studying business administration and like to travel!,Tue Jul 12 13:39:00 +0000 2016,108,26,210,393,1,1
Tina Kurtz,TinaTkurtz1222,Bern,,FALSE,de,,,Tue Jul 12 15:06:14 +0000 2016,77,7,55,134,0,1
timofey tsvetkov,TTsvetkov,,st/petersburg,FALSE,en,упакуй луну,pack up the moon,Mon Jul 04 15:36:43 +0000 2016,2812,3216,405,2271,0,1
Williams&Kalvin,Williams8kalvin,,,FALSE,en,Videoblog about social issues. Subscribe to our YouTube channel!,Videoblog about social issues. Subscribe to our YouTube channel!,Fri Feb 26 18:51:47 +0000 2016,32,740,599,326,9,1
Diana Williams,Williams_Diana_,Pacific Time (US & Canada),,FALSE,en,American. Conservative. Woman.,American. Conservative. Woman.,Fri Feb 26 19:38:58 +0000 2016,0,1973,4468,170,10,1
Joachim Buchwitz,JoachimBuchwitz,Berlin,,FALSE,de,,,Tue Jul 12 12:59:25 +0000 2016,13,1,50,5,0,1
Klara Sauber,klara_sauber,Bern,,FALSE,de,,,Wed Jul 06 11:43:14 +0000 2016,12,25,192,11,0,1
Maria Neuberg,MariaNeuberg1,Bern,,FALSE,de,,,Mon Jul 04 11:42:19 +0000 2016,11,8,100,15,0,1
Inspirefest 2018,InspirefestHQ,,"Dublin, the World",TRUE,en,"Annual conference & festival for the brightest minds in international tech, science, design. Alternative views & diverse voices. Dublin 21-22 June #inspirefest","Annual conference & festival for the brightest minds in international tech, science, design. Alternative views & diverse voices. Dublin 21-22 June #inspirefest",Wed Apr 01 17:48:10 +0000 2015,6671,9577,3393,11245,308,0
Jonathan Landay,JonathanLanday,Eastern Time (US & Canada),Washington,TRUE,en,"@Reuters DC National Security Correspondent, veteran war reporter, South Asia and Balkans hand, blues guitar slinger; Opinions? Who has opinions?.","@Reuters DC National Security Correspondent, veteran war reporter, South Asia and Balkans hand, blues guitar slinger; Opinions? Who has opinions?.",Mon Jun 15 18:42:47 +0000 2009,2211,12211,1258,98768,615,0
Joanna Piacenza,jpiacenza,Mountain Time (US & Canada),"Washington, DC",TRUE,en,"Senior reporter for @MorningConsult covering business + data. I also tweet about religion + politics, sorry. @PRRIpoll alum. jpiacenza@morningconsult.com","Senior reporter for @MorningConsult covering business + data. I also tweet about religion + politics, sorry. @PRRIpoll alum. jpiacenza@morningconsult.com",Thu Feb 26 02:46:39 +0000 2009,6847,2453,788,16515,134,0
WWJ950,WWJ950,Eastern Time (US & Canada),"Detroit, MI",TRUE,en,"Michigan's only all news radio station, and your home for traffic and weather on the 8s, 24 hours-a-day.
Check us out at https://t.co/wFvIvdmW4Y","Michigan's only all news radio station, and your home for traffic and weather on the 8s, 24 hours-a-day.
Check us out at https://t.co/wFvIvdmW4Y",Wed Feb 06 14:45:56 +0000 2008,288,37306,1591,85421,838,0
Andrew Freiden,AndrewNBC12,Eastern Time (US & Canada),"Richmond, VA",TRUE,en,"""America's Emcee."" USA Napping champ (2001-2017) Meteorologist at NBC12 Richmond. Awesome twitter bio.","""America's Emcee."" USA Napping champ (2001-2017) Meteorologist at NBC12 Richmond. Awesome twitter bio.",Tue Jun 23 12:06:20 +0000 2009,15503,17073,550,34637,324,0
London Live,LondonLive,London,"London, UK",TRUE,en,"Your Capital's TV Channel. Watch on Freeview 8, Sky 117, Virgin 159 and YouView 8 or stream online.","Your Capital's TV Channel. Watch on Freeview 8, Sky 117, Virgin 159 and YouView 8 or stream online.",Mon Feb 04 18:10:39 +0000 2013,7711,59141,1137,23210,569,0
Ahmed Salim,ahmedsalims,Nairobi,Nairobi - Kenya,TRUE,en,• I question almost everything • Marketing enthusiast • AdMan during the day • Untamed thinker • Kenyan •,• I question almost everything • Marketing enthusiast • AdMan during the day • Untamed thinker • Kenyan •,Sat May 02 18:30:47 +0000 2009,13,14103,2002,48671,102,0
Boston 25 News,boston25,Eastern Time (US & Canada),"Boston, MA",TRUE,en,Boston 25 News provides complete New England news coverage that matters to you.,Boston 25 News provides complete New England news coverage that matters to you.,Wed Jan 28 17:59:53 +0000 2009,3398,314810,6461,223402,2680,0
Vijai Singh,VijaiTSingh,Atlantic Time (Canada),New York,TRUE,en,@nytimes alum. ABD in Global Affairs. Indian Classical Dancer. Tweets are my own.,@nytimes alum. ABD in Global Affairs. Indian Classical Dancer. Tweets are my own.,Sat Aug 27 21:37:38 +0000 2011,1546,995,291,1128,28,0
Quicken Loans,QuickenLoans,Eastern Time (US & Canada),"Detroit, MI",TRUE,en,Your money is worth saving! Let us help! https://t.co/iInV5iai89 | Call today! 888-728-4702 │Quicken Loans NMLS #3030. | NMLS Access: https://t.co/3LYoAYMkMh,Your money is worth saving! Let us help! https://t.co/iInV5iai89 | Call today! 888-728-4702 │Quicken Loans NMLS #3030. | NMLS Access: https://t.co/3LYoAYMkMh,Tue Apr 08 21:07:45 +0000 2008,16427,42280,575,55733,741,0
Ahmad M. Yassine,Lobnene_Blog,Baghdad,Lebanon,TRUE,en,Social/Political Activist | Uni Instructor | Al ArabyTv Network | @AlarabyTV | Blog Lobnene || My Tweets reflect my own views,Social/Political Activist | Uni Instructor | Al ArabyTv Network | @AlarabyTV | Blog Lobnene || My Tweets reflect my own views,Fri Sep 11 22:35:16 +0000 2009,44212,21184,819,65612,219,0
Dani Pérez,aDanielPerez,Madrid,"Málaga, de Miraflores",TRUE,en,"Malagueño, de 37 años, biólogo de profesión, en la actualidad portavoz del PSOE en #Málaga ¡Gobernar para la mayoría es posible! Hagámoslo juntos 📲 664 619 287","Malaga, 37, a biologist by profession, currently spokesperson of the PSOE in Málaga ¡# Govern for most possible! Let's together 📲 664619287",Thu Sep 03 06:36:50 +0000 2009,7900,6624,3966,18529,164,0
Anica Padilla,AnicaPadilla,Hawaii,Denver,TRUE,en,"Social Media Manager at @CBSDenver.
Formerly with @KDVR, @Channel2kwgn and @DenverChannel.
https://t.co/eQ1EQpKuij","Social Media Manager at @CBSDenver.
Formerly with @KDVR, @Channel2kwgn and @DenverChannel.
https://t.co/eQ1EQpKuij",Sat Jan 28 13:29:30 +0000 2012,13299,3050,694,40675,197,0
Micah Meadowcroft,Micaheadowcroft,Eastern Time (US & Canada),DC via PA ex MI from WA,TRUE,tl,"Memento mori, coram Deo. Assistant Editor @FreeBeacon. Words @WSJBookReviews, @NRO, @amconmag, et al. @Hillsdale grad.","Memento mori, coram Deo. Assistant Editor @FreeBeacon. Words @WSJBookReviews, @NRO, @amconmag, et al. @Hillsdale grad.",Thu Oct 04 03:26:01 +0000 2012,21805,1417,611,11558,35,0
AbbTakk,AbbTakk,Karachi,"Karachi, Pakistan",TRUE,ur,Official Twitter Account of Abb Takk News,Official Twitter Account of Abb Takk News,Mon Dec 17 10:23:11 +0000 2012,24,299306,1,1244621,575,0
Charles Bergquist,cbquist,Eastern Time (US & Canada),East Coast USA,TRUE,en,"Director of Science Friday (@scifri) from @WNYCStudios. Carbon-based, but still mostly water and empty space. These words are my own fault.","Director of Science Friday (@scifri) from @WNYCStudios. Carbon-based, but still mostly water and empty space. These words are my own fault.",Wed Oct 15 16:24:20 +0000 2008,5872,7315,1159,11749,271,0
Stephen Herzog,sherzogNL,Central Time (US & Canada),Party City USA in the Midwest,TRUE,en,Engagement Editor at the Springfield News-Leader. Eighth funniest Twitter in #sgf according to readers of a real estate blog. 610.100.,Engagement Editor at the Springfield News-Leader. Eighth funniest Twitter in #sgf according to readers of a real estate blog. 610.100.,Sun Mar 08 18:48:04 +0000 2009,3321,1801,647,10567,65,0
Mojo In The Morning,MojoInTheMorn,Eastern Time (US & Canada),"Detroit, MI",TRUE,en,"Mojo, @LoudSpike, @Shannon955, Rachel, @SlimOnAir @JoeyRadio @MikeOnMyRadio @MeaghanMick.  Listen on @Channel955 DTW @1045SNX GRR @kissfmtoledo TOL","Mojo, @LoudSpike, @Shannon955, Rachel, @SlimOnAir @JoeyRadio @MikeOnMyRadio @MeaghanMick.  Listen on @Channel955 DTW @1045SNX GRR @kissfmtoledo TOL",Mon Jul 07 18:02:57 +0000 2008,10408,137674,18367,26928,419,0
WFLA NEWS,WFLA,Eastern Time (US & Canada),"Tampa, FL",TRUE,en,WFLA News Channel 8 is a news leader in Tampa Bay.,WFLA News Channel 8 is a news leader in Tampa Bay.,Wed Mar 11 20:14:10 +0000 2009,1434,137196,2222,114255,1411,0
Alex Holley,AlexHolleyFOX29,Eastern Time (US & Canada),Philadelphia,TRUE,en,Emmy-nominated Co-host of Good Day Philly! I'm #FallingforPhilly Follow&Tweet me and u might end up on TV :) https://t.co/bqs39zLUlp,Emmy-nominated Co-host of Good Day Philly! I'm #FallingforPhilly Follow&Tweet me and u might end up on TV :) https://t.co/bqs39zLUlp,Thu Jul 08 16:38:15 +0000 2010,2894,52482,480,32149,242,0
Indiana GOP,indgop,Indiana (East),Indiana,TRUE,en,"The official account of the Indiana Republican Party, Indiana's Party of Purpose!","The official account of the Indiana Republican Party, Indiana's Party of Purpose!",Sun May 17 12:48:30 +0000 2009,2172,13144,4978,14315,343,0
Rob Szczerba,RJSzczerba,Eastern Time (US & Canada),,TRUE,en,"Rocket Scientist 🚀; CEO X Tech Ventures, Sr. Fellow Emeritus @LockheedMartin, @NotreDame PhD, Write cool stuff @Forbes & Proud Autism Dad!","Rocket Scientist 🚀; CEO X Tech Ventures, Sr. Fellow Emeritus @LockheedMartin, @NotreDame PhD, Write cool stuff @Forbes & Proud Autism Dad!",Sat Aug 07 11:12:56 +0000 2010,17251,261774,37979,16632,1585,0
LOS ANDES,LosAndesDiario,Buenos Aires,"Mendoza, Argentina",TRUE,es,"La realidad cambia con la velocidad de internet, se comunica en un tuit y se propaga online. Estás en la mayor audiencia en redes del interior del país.","Reality changes with the speed of internet, communicates in a tweet and spread online. You are in the largest audience in networks within the country.",Tue Apr 21 14:55:50 +0000 2009,3728,195689,791,177866,973,0
eldiario.es,eldiarioes,Madrid,,TRUE,es,Periodismo a pesar de todo. Colabora: Hazte socio -- http://t.co/CZxxz87oU5,Despite all journalism. Collaboration: Become a member - http://t.co/CZxxz87oU5,Sat Mar 24 19:08:26 +0000 2012,203,894665,462,151398,10911,0
Kirsten Verdel,locuta,Amsterdam,Roelofarendsveen,TRUE,nl,Amerikadeskundige | DR2 | moeder v Thule/Doke/Mera | vrouw v @meesen81 | Motor | Wielrennen | Verdel en heers | https://t.co/r6W2diI4BA & https://t.co/MxBmNksYOo,America Expert | DR2 | mother v Thule / Doke / Mera | woman meesen81 @ v | engine | Cycling | Destroyers and conquer | https://t.co/r6W2diI4BA & https://t.co/MxBmNksYOo,Mon Jun 30 16:28:04 +0000 2008,6,10801,7580,50114,444,0
Irish Daily Mirror,IrishMirror,Dublin,Dublin,TRUE,en,"Official home of the Irish Daily Mirror on Twitter - the latest news, sport and celebrity gossip. Also on Facebook http://t.co/1DhHw3ee0R","Official home of the Irish Daily Mirror on Twitter - the latest news, sport and celebrity gossip. Also on Facebook http://t.co/1DhHw3ee0R",Wed Jul 06 10:40:16 +0000 2011,504,35229,856,195016,491,0
Alex Stec,Alex_Stec_,Eastern Time (US & Canada),"Columbus, OH",TRUE,en,@ColumbusCrewSC Brand Journalist. Retired from college soccer & still overly-competitive. Don't give anything less than your best. OHIO '14. Smile :D IG: astec,@ColumbusCrewSC Brand Journalist. Retired from college soccer & still overly-competitive. Don't give anything less than your best. OHIO '14. Smile :D IG: astec,Tue Feb 22 20:10:54 +0000 2011,9227,2889,697,13600,52,0
Amy Sherman,AmySherman1,Eastern Time (US & Canada),South  Florida,TRUE,en,@PolitiFact staff writer. Previously @MiamiHerald @PioneerPress.,@PolitiFact staff writer. Previously @MiamiHerald @PioneerPress.,Thu May 26 14:45:22 +0000 2011,399,2788,858,10626,169,0
Movimiento PRI.mx,MovPRImxOficial,Mountain Time (US & Canada),México,TRUE,es,"Cuenta oficial del Movimiento PRI.mx, organismo especializado del @PRI_Nacional que impulsa la participación, el debate y la interacción en la arena digital.","PRI.mx official account, @PRI_Nacional specialized agency that promotes participation, debate and interaction in the digital arena Movement.",Mon Jun 21 19:04:12 +0000 2010,1850,28723,1019,24928,423,0
KYW Newsradio,KYWNewsradio,Eastern Time (US & Canada),"Philadelphia, Pa.  USA",TRUE,en,All NEWS. ALL THE TIME. Have a News Tip? NewsTips@KYW1060info.com or call us (215) 238-7600,All NEWS. ALL THE TIME. Have a News Tip? NewsTips@KYW1060info.com or call us (215) 238-7600,Tue Jun 30 03:50:23 +0000 2009,782,53275,1740,220520,1166,0
The Quint,TheQuint,New Delhi,,TRUE,en,Mobile-first digital news platform | We are the signal over the noise,Mobile-first digital news platform | We are the signal over the noise,Wed Jan 14 09:43:21 +0000 2015,249,204343,256,174560,851,0
Nistula Hebbar,nistula,New Delhi,"New Delhi, India",TRUE,en,"Political Editor @the_hindu , author of Kiss and Tell (Penguin 2012)","Political Editor @the_hindu , author of Kiss and Tell (Penguin 2012)",Thu Jul 01 10:25:15 +0000 2010,37045,70991,1030,162878,489,0
TVE,tve_tve,Madrid,"Madrid, España",TRUE,es,TVE te informa de toda su actualidad al minuto.,TVE tells you all its relevance to the minute.,Sat Jul 18 17:42:20 +0000 2009,164,560828,123,74145,4987,0
NBC10 Philadelphia,NBCPhiladelphia,Eastern Time (US & Canada),"Philadelphia, PA",TRUE,en,"Thank you for stopping by @NBCPhiladelphia - the place to go for exclusive local stories, the latest breaking news, weather updates and more.","Thank you for stopping by @NBCPhiladelphia - the place to go for exclusive local stories, the latest breaking news, weather updates and more.",Wed Aug 06 21:44:44 +0000 2008,3655,606244,2511,194306,3158,0
Sarah Snyder,sarah3340,Pacific Time (US & Canada),"Birmingham, AL",TRUE,en,Good Morning Alabama and Midday Anchor at WBMA @abc3340 - Edward R. Murrow Award winner - Emmy Nominated - marathon runner - Belmont Bruin - & rescue puppy mom!,Good Morning Alabama and Midday Anchor at WBMA @abc3340 - Edward R. Murrow Award winner - Emmy Nominated - marathon runner - Belmont Bruin - & rescue puppy mom!,Mon Feb 14 07:40:30 +0000 2011,2684,2921,591,8729,55,0
Kristin Kay,KristinKayNews,America/Los_Angeles,"Seattle, WA",TRUE,en,Morning executive producer for @KARE11. Cali girl exploring the Midwest with my husband & puppy. Story idea? Email me at kkay@kare11.com. Tweets are my own.,Morning executive producer for @KARE11. Cali girl exploring the Midwest with my husband & puppy. Story idea? Email me at kkay@kare11.com. Tweets are my own.,Fri Feb 27 04:57:47 +0000 2009,2751,1568,2009,5391,59,0
Joanne Feldman FOX 5,JoanneFOX5,Atlantic Time (Canada),"Atlanta, GA",TRUE,en,"Emmy winning, certified broadcast meteorologist on @GoodDayAtlanta, wife, mom, @UGA Geography alum & @Penn_State Meteorology. Night owl on the early AM shift","Emmy winning, certified broadcast meteorologist on @GoodDayAtlanta, wife, mom, @UGA Geography alum & @Penn_State Meteorology. Night owl on the early AM shift",Wed Mar 21 19:24:12 +0000 2012,38402,15033,2131,27113,248,0
AudreyPuente,AudreyPuente,Eastern Time (US & Canada),New York City,TRUE,en,"Life Juggler 🤹🏻‍♀️....SuperMom by day 👧🏻👦🏻👧🏻, Television Meteorologist by night ⚡️📺,       T-Shirt Designer in between 👚, Daughter of a King 🎶🤴🏻","Life Juggler 🤹🏻‍♀️....SuperMom by day 👧🏻👦🏻👧🏻, Television Meteorologist by night ⚡️📺,       T-Shirt Designer in between 👚, Daughter of a King 🎶🤴🏻",Tue Dec 07 23:25:04 +0000 2010,126,23186,4053,36436,279,0
